path,event_label,view_label,event_idx,view_idx,split
C:\Users\Yannick\data\soccer\ViewClasses\MediumView\sprt 025008.jpg,ViewClasses,MediumView,1,0,train
C:\Users\Yannick\data\soccer\ViewClasses\ShotView\sprt 087508.jpg,ViewClasses,ShotView,1,2,train
C:\Users\Yannick\data\soccer\ViewClasses\OuterView\sprt 000206.jpg,ViewClasses,OuterView,1,1,val
C:\Users\Yannick\data\soccer\EventClasses\yellowcard\16 Yellow Cards and 4 Red Cards in a Single Game 4418.jpg,EventClasses,yellowcard,0,13,train
C:\Users\Yannick\data\soccer\EventClasses\yellowcard\Top 15 Most Shocking Reactions To Red Card in Football 07760.jpg,EventClasses,yellowcard,0,13,train
C:\Users\Yannick\data\soccer\EventClasses\corner\Spain v Russia - 2018 FIFA World Cup Russia™ - Match 51 0870.jpg,EventClasses,corner,0,3,train
C:\Users\Yannick\data\soccer\EventClasses\offside\Overview of Law 11 Offside 8787.jpg,EventClasses,offside,0,8,train
C:\Users\Yannick\data\soccer\ViewClasses\OuterView\sprt 030668.jpg,ViewClasses,OuterView,1,1,train
C:\Users\Yannick\data\soccer\ViewClasses\ShotView\sprt 072574.jpg,ViewClasses,ShotView,1,2,train
C:\Users\Yannick\data\soccer\ViewClasses\ShotView\sprt 075394.jpg,ViewClasses,ShotView,1,2,val
C:\Users\Yannick\data\soccer\EventClasses\redc\10+ Shocking Red Cards in World Cup History 4725.jpg,EventClasses,redc,0,11,val
C:\Users\Yannick\data\soccer\ViewClasses\OuterView\sprt 000514.jpg,ViewClasses,OuterView,1,1,train
C:\Users\Yannick\data\soccer\EventClasses\playercelebration\All 169 Goals scored in the World Cup 2018 - Part 2 12620.jpg,EventClasses,playercelebration,0,9,train
C:\Users\Yannick\data\soccer\ViewClasses\longView\sprt 121006.jpg,ViewClasses,longView,1,7,val
C:\Users\Yannick\data\soccer\EventClasses\goal\All 169 Goals scored in the World Cup 2018 - Part 1 17263.jpg,EventClasses,goal,0,6,train
C:\Users\Yannick\data\soccer\EventClasses\plentystock\Croatia v Denmark - 2018 FIFA World Cup Russia™ - Match 52 2782.jpg,EventClasses,plentystock,0,10,train
C:\Users\Yannick\data\soccer\ViewClasses\longView\sprt 097039.jpg,ViewClasses,longView,1,7,train
C:\Users\Yannick\data\soccer\EventClasses\offside\Overview of Law 11 Offside 8575.jpg,EventClasses,offside,0,8,test
C:\Users\Yannick\data\soccer\EventClasses\freekick\All 169 Goals scored in the World Cup 2018 - Part 1 24129.jpg,EventClasses,freekick,0,4,train
C:\Users\Yannick\data\soccer\EventClasses\freekick\Portugal v Spain - 2018 FIFA World Cup Russia™ - MATCH 3 2522.jpg,EventClasses,freekick,0,4,train
C:\Users\Yannick\data\soccer\EventClasses\gattempts\Croatia v Denmark - 2018 FIFA World Cup Russia™ - Match 52 1541.jpg,EventClasses,gattempts,0,5,val
C:\Users\Yannick\data\soccer\EventClasses\gattempts\All 169 Goals scored in the World Cup 2018 - Part 1 15394.jpg,EventClasses,gattempts,0,5,train
C:\Users\Yannick\data\soccer\EventClasses\goal\All 169 Goals scored in the World Cup 2018 - Part 1 29991.jpg,EventClasses,goal,0,6,train
C:\Users\Yannick\data\soccer\EventClasses\freekick\All 169 Goals scored in the World Cup 2018 - Part 1 31196.jpg,EventClasses,freekick,0,4,train
C:\Users\Yannick\data\soccer\ViewClasses\MediumView\sprt 071817.jpg,ViewClasses,MediumView,1,0,train
C:\Users\Yannick\data\soccer\EventClasses\corner\Spain v Russia - 2018 FIFA World Cup Russia™ - Match 51 0886.jpg,EventClasses,corner,0,3,train
C:\Users\Yannick\data\soccer\EventClasses\gattempts\France v Argentina - 2018 FIFA World Cup Russia™ - Match 50 2792.jpg,EventClasses,gattempts,0,5,train
C:\Users\Yannick\data\soccer\ViewClasses\ShotView\sprt 111631.jpg,ViewClasses,ShotView,1,2,train
C:\Users\Yannick\data\soccer\EventClasses\yellowcard\TOP 10 YELLOW CARDS That Must Be RED CARDS - Wild Moments 7766.jpg,EventClasses,yellowcard,0,13,train
C:\Users\Yannick\data\soccer\EventClasses\corner\All 169 Goals scored in the World Cup 2018 - Part 1 09345.jpg,EventClasses,corner,0,3,train
C:\Users\Yannick\data\soccer\EventClasses\freekick\All 169 Goals scored in the World Cup 2018 - Part 2 10380.jpg,EventClasses,freekick,0,4,train
C:\Users\Yannick\data\soccer\EventClasses\playercelebration\All 169 Goals scored in the World Cup 2018 - Part 1 25449.jpg,EventClasses,playercelebration,0,9,train
C:\Users\Yannick\data\soccer\EventClasses\redc\Top 20 Famous Red Cards In Football 09753.jpg,EventClasses,redc,0,11,train
C:\Users\Yannick\data\soccer\ViewClasses\OuterView\sprt 002349.jpg,ViewClasses,OuterView,1,1,val
C:\Users\Yannick\data\soccer\ViewClasses\MediumView\sprt 094255.jpg,ViewClasses,MediumView,1,0,test
C:\Users\Yannick\data\soccer\ViewClasses\OuterView\sprt 113470.jpg,ViewClasses,OuterView,1,1,train
C:\Users\Yannick\data\soccer\EventClasses\yellowcard\16 Yellow Cards and 4 Red Cards in a Single Game 3191.jpg,EventClasses,yellowcard,0,13,test
C:\Users\Yannick\data\soccer\EventClasses\gattempts\France v Argentina - 2018 FIFA World Cup Russia™ - Match 50 2085.jpg,EventClasses,gattempts,0,5,train
C:\Users\Yannick\data\soccer\EventClasses\yellowcard\16 Yellow Cards and 4 Red Cards in a Single Game 1302.jpg,EventClasses,yellowcard,0,13,train
C:\Users\Yannick\data\soccer\EventClasses\goal\All 169 Goals scored in the World Cup 2018 - Part 1 21305.jpg,EventClasses,goal,0,6,train
C:\Users\Yannick\data\soccer\EventClasses\freekick\All 169 Goals scored in the World Cup 2018 - Part 1 01185.jpg,EventClasses,freekick,0,4,train
C:\Users\Yannick\data\soccer\EventClasses\freekick\Spain v Russia - 2018 FIFA World Cup Russia™ - Match 51 0361.jpg,EventClasses,freekick,0,4,train
C:\Users\Yannick\data\soccer\EventClasses\goal\All 169 Goals scored in the World Cup 2018 - Part 1 24487.jpg,EventClasses,goal,0,6,train
C:\Users\Yannick\data\soccer\EventClasses\spectator\All 169 Goals scored in the World Cup 2018 - Part 2 11931.jpg,EventClasses,spectator,0,12,train
C:\Users\Yannick\data\soccer\EventClasses\playercelebration\All 169 Goals scored in the World Cup 2018 - Part 1 03467.jpg,EventClasses,playercelebration,0,9,train
C:\Users\Yannick\data\soccer\ViewClasses\longView\sprt 013636.jpg,ViewClasses,longView,1,7,train
C:\Users\Yannick\data\soccer\EventClasses\redc\10+ Shocking Red Cards in World Cup History 2456.jpg,EventClasses,redc,0,11,train
C:\Users\Yannick\data\soccer\EventClasses\freekick\All 169 Goals scored in the World Cup 2018 - Part 1 05554.jpg,EventClasses,freekick,0,4,train
C:\Users\Yannick\data\soccer\EventClasses\corner\World Cup 2018  All 19 Corner Kick Goals 3994.jpg,EventClasses,corner,0,3,train
C:\Users\Yannick\data\soccer\EventClasses\goal\All 169 Goals scored in the World Cup 2018 - Part 1 03159.jpg,EventClasses,goal,0,6,train
C:\Users\Yannick\data\soccer\EventClasses\corner\All 169 Goals scored in the World Cup 2018 - Part 2 07864.jpg,EventClasses,corner,0,3,train
C:\Users\Yannick\data\soccer\EventClasses\spectator\All 169 Goals scored in the World Cup 2018 - Part 2 00928.jpg,EventClasses,spectator,0,12,train
C:\Users\Yannick\data\soccer\EventClasses\gattempts\Brazil v Mexico - 2018 FIFA World Cup Russia™ - Match 53 0470.jpg,EventClasses,gattempts,0,5,train
C:\Users\Yannick\data\soccer\EventClasses\offside\How Offside Works in Soccer 0959.jpg,EventClasses,offside,0,8,train
C:\Users\Yannick\data\soccer\EventClasses\corner\All 169 Goals scored in the World Cup 2018 - Part 1 11079.jpg,EventClasses,corner,0,3,train
C:\Users\Yannick\data\soccer\EventClasses\plentystock\Portugal v Spain - 2018 FIFA World Cup Russia™ - MATCH 3 0432.jpg,EventClasses,plentystock,0,10,train
C:\Users\Yannick\data\soccer\EventClasses\offside\Overview of Law 11 Offside 1579.jpg,EventClasses,offside,0,8,train
C:\Users\Yannick\data\soccer\ViewClasses\MediumView\sprt 054729.jpg,ViewClasses,MediumView,1,0,train
C:\Users\Yannick\data\soccer\ViewClasses\ShotView\sprt 100643.jpg,ViewClasses,ShotView,1,2,val
C:\Users\Yannick\data\soccer\EventClasses\offside\Overview of Law 11 Offside 8033.jpg,EventClasses,offside,0,8,train
C:\Users\Yannick\data\soccer\EventClasses\yellowcard\10+ Shocking Red Cards in World Cup History 4426.jpg,EventClasses,yellowcard,0,13,train
C:\Users\Yannick\data\soccer\ViewClasses\MediumView\sprt 049111.jpg,ViewClasses,MediumView,1,0,val
C:\Users\Yannick\data\soccer\EventClasses\yellowcard\TOP 10 YELLOW CARDS That Must Be RED CARDS - Wild Moments 3245.jpg,EventClasses,yellowcard,0,13,train
C:\Users\Yannick\data\soccer\EventClasses\goal\All 169 Goals scored in the World Cup 2018 - Part 1 24980.jpg,EventClasses,goal,0,6,val
C:\Users\Yannick\data\soccer\EventClasses\redc\Top 20 Famous Red Cards In Football 03901.jpg,EventClasses,redc,0,11,train
C:\Users\Yannick\data\soccer\ViewClasses\OuterView\sprt 000777.jpg,ViewClasses,OuterView,1,1,train
C:\Users\Yannick\data\soccer\EventClasses\freekick\Spain v Russia - 2018 FIFA World Cup Russia™ - Match 51 0418.jpg,EventClasses,freekick,0,4,train
C:\Users\Yannick\data\soccer\ViewClasses\OuterView\sprt 005184.jpg,ViewClasses,OuterView,1,1,val
C:\Users\Yannick\data\soccer\EventClasses\yellowcard\Top 20 Famous Red Cards In Football 01049.jpg,EventClasses,yellowcard,0,13,train
C:\Users\Yannick\data\soccer\EventClasses\gattempts\Brazil v Mexico - 2018 FIFA World Cup Russia™ - Match 53 0480.jpg,EventClasses,gattempts,0,5,val
C:\Users\Yannick\data\soccer\EventClasses\yellowcard\10+ Shocking Red Cards in World Cup History 4244.jpg,EventClasses,yellowcard,0,13,train
C:\Users\Yannick\data\soccer\ViewClasses\OuterView\sprt 001216.jpg,ViewClasses,OuterView,1,1,train
C:\Users\Yannick\data\soccer\EventClasses\freekick\Germany v Sweden - 2018 FIFA World Cup Russia™ - Match 27 2567.jpg,EventClasses,freekick,0,4,val
C:\Users\Yannick\data\soccer\ViewClasses\MediumView\sprt 117284.jpg,ViewClasses,MediumView,1,0,val
C:\Users\Yannick\data\soccer\EventClasses\gattempts\All 169 Goals scored in the World Cup 2018 - Part 1 15543.jpg,EventClasses,gattempts,0,5,train
C:\Users\Yannick\data\soccer\ViewClasses\longView\sprt 020069.jpg,ViewClasses,longView,1,7,train
C:\Users\Yannick\data\soccer\ViewClasses\longView\sprt 098437.jpg,ViewClasses,longView,1,7,test
C:\Users\Yannick\data\soccer\ViewClasses\ShotView\sprt 113274.jpg,ViewClasses,ShotView,1,2,train
C:\Users\Yannick\data\soccer\ViewClasses\OuterView\sprt 061490.jpg,ViewClasses,OuterView,1,1,train
C:\Users\Yannick\data\soccer\ViewClasses\OuterView\sprt 091341.jpg,ViewClasses,OuterView,1,1,train
C:\Users\Yannick\data\soccer\EventClasses\goal\All 169 Goals scored in the World Cup 2018 - Part 1 08045.jpg,EventClasses,goal,0,6,val
C:\Users\Yannick\data\soccer\EventClasses\plentystock\France v Argentina - 2018 FIFA World Cup Russia™ - Match 50 0384.jpg,EventClasses,plentystock,0,10,train
C:\Users\Yannick\data\soccer\EventClasses\corner\All 169 Goals scored in the World Cup 2018 - Part 2 06794.jpg,EventClasses,corner,0,3,train
C:\Users\Yannick\data\soccer\EventClasses\spectator\Spain v Russia - 2018 FIFA World Cup Russia™ - Match 51 0222.jpg,EventClasses,spectator,0,12,val
C:\Users\Yannick\data\soccer\EventClasses\plentystock\All 169 Goals scored in the World Cup 2018 - Part 1 25076.jpg,EventClasses,plentystock,0,10,train
C:\Users\Yannick\data\soccer\EventClasses\gattempts\Spain v Russia - 2018 FIFA World Cup Russia™ - Match 51 1954.jpg,EventClasses,gattempts,0,5,train
C:\Users\Yannick\data\soccer\EventClasses\freekick\Portugal v Spain - 2018 FIFA World Cup Russia™ - MATCH 3 2670.jpg,EventClasses,freekick,0,4,train
C:\Users\Yannick\data\soccer\ViewClasses\longView\sprt 005538.jpg,ViewClasses,longView,1,7,test
C:\Users\Yannick\data\soccer\EventClasses\gattempts\TOP 10 GOALS - 2018 FIFA WORLD CUP RUSSIA (EXCLUSIVE) 2595.jpg,EventClasses,gattempts,0,5,train
C:\Users\Yannick\data\soccer\EventClasses\gattempts\France v Argentina - 2018 FIFA World Cup Russia™ - Match 50 1637.jpg,EventClasses,gattempts,0,5,val
C:\Users\Yannick\data\soccer\ViewClasses\OuterView\sprt 026598.jpg,ViewClasses,OuterView,1,1,test
C:\Users\Yannick\data\soccer\EventClasses\offside\Overview of Law 11 Offside 5867.jpg,EventClasses,offside,0,8,train
C:\Users\Yannick\data\soccer\EventClasses\playercelebration\All 169 Goals scored in the World Cup 2018 - Part 1 06818.jpg,EventClasses,playercelebration,0,9,train
C:\Users\Yannick\data\soccer\EventClasses\plentystock\All 169 Goals scored in the World Cup 2018 - Part 1 19450.jpg,EventClasses,plentystock,0,10,train
C:\Users\Yannick\data\soccer\EventClasses\plentystock\All 169 Goals scored in the World Cup 2018 - Part 1 22027.jpg,EventClasses,plentystock,0,10,train
C:\Users\Yannick\data\soccer\EventClasses\redc\red cards 3231.jpg,EventClasses,redc,0,11,train
C:\Users\Yannick\data\soccer\EventClasses\yellowcard\Top 15 Most Shocking Reactions To Red Card in Football 00273.jpg,EventClasses,yellowcard,0,13,train
C:\Users\Yannick\data\soccer\ViewClasses\longView\sprt 120102.jpg,ViewClasses,longView,1,7,val
C:\Users\Yannick\data\soccer\ViewClasses\ShotView\sprt 039494.jpg,ViewClasses,ShotView,1,2,val
C:\Users\Yannick\data\soccer\EventClasses\freekick\All 169 Goals scored in the World Cup 2018 - Part 1 18194.jpg,EventClasses,freekick,0,4,train
C:\Users\Yannick\data\soccer\EventClasses\freekick\Top 10 Free Kick Takers in Football 2016 17 01758.jpg,EventClasses,freekick,0,4,train
C:\Users\Yannick\data\soccer\EventClasses\goal\All 169 Goals scored in the World Cup 2018 - Part 1 20675.jpg,EventClasses,goal,0,6,test
C:\Users\Yannick\data\soccer\ViewClasses\OuterView\sprt 026050.jpg,ViewClasses,OuterView,1,1,train
C:\Users\Yannick\data\soccer\EventClasses\freekick\All 169 Goals scored in the World Cup 2018 - Part 1 22470.jpg,EventClasses,freekick,0,4,train
C:\Users\Yannick\data\soccer\EventClasses\gattempts\France v Croatia - 2018 FIFA World Cup™ FINAL - HIGHLIGHTS 2371.jpg,EventClasses,gattempts,0,5,train
C:\Users\Yannick\data\soccer\ViewClasses\ShotView\sprt 080033.jpg,ViewClasses,ShotView,1,2,train
C:\Users\Yannick\data\soccer\ViewClasses\ShotView\sprt 094154.jpg,ViewClasses,ShotView,1,2,train
C:\Users\Yannick\data\soccer\EventClasses\yellowcard\16 Yellow Cards and 4 Red Cards in a Single Game 1313.jpg,EventClasses,yellowcard,0,13,train
C:\Users\Yannick\data\soccer\ViewClasses\MediumView\sprt 130773.jpg,ViewClasses,MediumView,1,0,train
C:\Users\Yannick\data\soccer\EventClasses\corner\World Cup 2018  All 19 Corner Kick Goals 3998.jpg,EventClasses,corner,0,3,test
C:\Users\Yannick\data\soccer\ViewClasses\OuterView\sprt 090494.jpg,ViewClasses,OuterView,1,1,train
C:\Users\Yannick\data\soccer\EventClasses\spectator\Spain v Russia - 2018 FIFA World Cup Russia™ - Match 51 0177.jpg,EventClasses,spectator,0,12,train
C:\Users\Yannick\data\soccer\EventClasses\playercelebration\All 169 Goals scored in the World Cup 2018 - Part 2 13857.jpg,EventClasses,playercelebration,0,9,train
C:\Users\Yannick\data\soccer\EventClasses\yellowcard\TOP 10 YELLOW CARDS That Must Be RED CARDS - Wild Moments 3277.jpg,EventClasses,yellowcard,0,13,val
C:\Users\Yannick\data\soccer\EventClasses\offside\Overview of Law 11 Offside 5825.jpg,EventClasses,offside,0,8,train
C:\Users\Yannick\data\soccer\EventClasses\goal\All 169 Goals scored in the World Cup 2018 - Part 1 23393.jpg,EventClasses,goal,0,6,val
C:\Users\Yannick\data\soccer\EventClasses\corner\All 169 Goals scored in the World Cup 2018 - Part 1 04981.jpg,EventClasses,corner,0,3,test
C:\Users\Yannick\data\soccer\EventClasses\spectator\All 169 Goals scored in the World Cup 2018 - Part 1 06414.jpg,EventClasses,spectator,0,12,train
C:\Users\Yannick\data\soccer\EventClasses\redc\red cards 1982.jpg,EventClasses,redc,0,11,train
C:\Users\Yannick\data\soccer\EventClasses\offside\Overview of Law 11 Offside 6054.jpg,EventClasses,offside,0,8,train
C:\Users\Yannick\data\soccer\EventClasses\offside\Overview of Law 11 Offside 4864.jpg,EventClasses,offside,0,8,train
C:\Users\Yannick\data\soccer\ViewClasses\ShotView\sprt 136526.jpg,ViewClasses,ShotView,1,2,test
C:\Users\Yannick\data\soccer\EventClasses\goal\All 169 Goals scored in the World Cup 2018 - Part 1 29000.jpg,EventClasses,goal,0,6,val
C:\Users\Yannick\data\soccer\EventClasses\offside\How Offside Works in Soccer 2931.jpg,EventClasses,offside,0,8,train
C:\Users\Yannick\data\soccer\ViewClasses\MediumView\sprt 113756.jpg,ViewClasses,MediumView,1,0,train
C:\Users\Yannick\data\soccer\ViewClasses\OuterView\sprt 053951.jpg,ViewClasses,OuterView,1,1,train
C:\Users\Yannick\data\soccer\EventClasses\goal\All 169 Goals scored in the World Cup 2018 - Part 1 14510.jpg,EventClasses,goal,0,6,train
C:\Users\Yannick\data\soccer\ViewClasses\OuterView\sprt 070181.jpg,ViewClasses,OuterView,1,1,train
C:\Users\Yannick\data\soccer\EventClasses\redc\All Red Cards FIFA World Cup 2018_clip2 0108.jpg,EventClasses,redc,0,11,val
C:\Users\Yannick\data\soccer\EventClasses\freekick\TOP 10 GOALS - 2018 FIFA WORLD CUP RUSSIA (EXCLUSIVE) 0182.jpg,EventClasses,freekick,0,4,train
C:\Users\Yannick\data\soccer\EventClasses\playercelebration\Portugal v Spain - 2018 FIFA World Cup Russia™ - MATCH 3 2586.jpg,EventClasses,playercelebration,0,9,train
C:\Users\Yannick\data\soccer\EventClasses\plentystock\All 169 Goals scored in the World Cup 2018 - Part 1 27257.jpg,EventClasses,plentystock,0,10,train
C:\Users\Yannick\data\soccer\ViewClasses\MediumView\sprt 122739.jpg,ViewClasses,MediumView,1,0,train
C:\Users\Yannick\data\soccer\ViewClasses\OuterView\sprt 045423 - Copy.jpg,ViewClasses,OuterView,1,1,train
C:\Users\Yannick\data\soccer\EventClasses\freekick\TOP 10 GOALS - 2018 FIFA WORLD CUP RUSSIA (EXCLUSIVE) 5244.jpg,EventClasses,freekick,0,4,test
C:\Users\Yannick\data\soccer\ViewClasses\longView\sprt 107257.jpg,ViewClasses,longView,1,7,train
C:\Users\Yannick\data\soccer\EventClasses\yellowcard\TOP 10 YELLOW CARDS That Must Be RED CARDS - Wild Moments 4555.jpg,EventClasses,yellowcard,0,13,train
C:\Users\Yannick\data\soccer\EventClasses\playercelebration\All 169 Goals scored in the World Cup 2018 - Part 1 06919.jpg,EventClasses,playercelebration,0,9,train
C:\Users\Yannick\data\soccer\EventClasses\gattempts\TOP 10 GOALS - 2018 FIFA WORLD CUP RUSSIA (EXCLUSIVE) 5515.jpg,EventClasses,gattempts,0,5,train
C:\Users\Yannick\data\soccer\EventClasses\freekick\All 169 Goals scored in the World Cup 2018 - Part 1 01190.jpg,EventClasses,freekick,0,4,train
C:\Users\Yannick\data\soccer\ViewClasses\MediumView\sprt 130647.jpg,ViewClasses,MediumView,1,0,train
C:\Users\Yannick\data\soccer\EventClasses\playercelebration\Germany v Sweden - 2018 FIFA World Cup Russia™ - Match 27 0801.jpg,EventClasses,playercelebration,0,9,train
C:\Users\Yannick\data\soccer\EventClasses\goal\All 169 Goals scored in the World Cup 2018 - Part 1 05192.jpg,EventClasses,goal,0,6,train
C:\Users\Yannick\data\soccer\EventClasses\goal\All 169 Goals scored in the World Cup 2018 - Part 1 05860.jpg,EventClasses,goal,0,6,train
C:\Users\Yannick\data\soccer\EventClasses\spectator\All 169 Goals scored in the World Cup 2018 - Part 1 23742.jpg,EventClasses,spectator,0,12,train
C:\Users\Yannick\data\soccer\ViewClasses\MediumView\sprt 038836.jpg,ViewClasses,MediumView,1,0,train
C:\Users\Yannick\data\soccer\ViewClasses\MediumView\sprt 067848.jpg,ViewClasses,MediumView,1,0,train
